code,subject,domain,grade,description
4과08-03,과학,감염병과 건강한 생활,3-4학년군,"건강한 생활을 위해 필요한 감염병 예방 수칙을 공유하고, 생활 속에서 실천할 수 있다."
4과09-01,과학,자석의 이용,3-4학년군,"자석과 여러 가지 물체를 가까이했을 때 나타나는 현상을 관찰하고, 자석과 자석에 붙는 물체 사이에 작용하는 힘의 특징을 말할 수 있다."
4과09-02,과학,자석의 이용,3-4학년군,자석과 자석을 가까이했을 때 나타나는 현상을 관찰하여 그 특징을 자석의 극과 관련지어 설명할 수 있다.
4과09-03,과학,자석의 이용,3-4학년군,자석을 이용하여 일상생활을 편리하게 하는 장치를 설계할 수 있다.
4과10-01,과학,물의 상태 변화,3-4학년군,"물이 세 가지 상태로 변할 수 있음을 알고, 우리 주변에서 예를 찾을 수 있다."
4과10-02,과학,물의 상태 변화,3-4학년군,"물이 얼 때, 얼음이 녹을 때, 물이 증발할 때와 끓을 때, 수증기가 응결할 때의 변화를 관찰할 수 있다."
4과10-03,과학,물의 상태 변화,3-4학년군,물의 상태 변화를 이용하여 물을 얻을 수 있는 장치를 설계하고 만들 수 있다.
4과11-01,과학,땅의 변화,3-4학년군,흐르는 물의 작용과 강 주변 지형의 특징을 관련지을 수 있다.
4과11-02,과학,땅의 변화,3-4학년군,"화산의 의미와 화산 활동으로 나오는 물질을 알고, 화산 활동을 모형으로 표현할 수 있다."
4과11-03,과학,땅의 변화,3-4학년군,화성암을 관찰하고 분류할 수 있다.
4과11-04,과학,땅의 변화,3-4학년군,"화산 활동과 지진이 우리 생활에 미치는 영향을 조사하여, 대처 방법을 실천할 수 있다."
4과12-01,과학,다양한 생물과 우리 생활,3-4학년군,균류･원생생물･세균을 관찰하여 특징과 사는 곳을 설명할 수 있다.
4과12-02,과학,다양한 생물과 우리 생활,3-4학년군,균류･원생생물･세균이 우리 생활에 미치는 영향을 조사하여 발표할 수 있다.
4과12-03,과학,다양한 생물과 우리 생활,3-4학년군,우리 생활에 생명과학이 이용되는 사례를 소개하는 자료를 만들어 공유할 수 있다.
4과13-01,과학,밤하늘 관찰,3-4학년군,"달의 모양과 표면, 달의 위상변화를 관찰하여 밤하늘 관찰에 흥미를 가질 수 있다."
4과13-02,과학,밤하늘 관찰,3-4학년군,"태양계 구성원을 알고, 태양과 행성을 조사할 수 있다."
4과13-03,과학,밤하늘 관찰,3-4학년군,"별의 정의를 알고, 북극성 주변의 별자리를 관찰할 수 있다."
4과14-01,과학,생물과 환경,3-4학년군,생태계의 구성 요소를 조사하여 생물 요소와 비생물 요소로 분류할 수 있다.
4과14-02,과학,생물과 환경,3-4학년군,생물 요소들의 먹고 먹히는 관계를 조사하여 먹이그물로 표현할 수 있다.
4과14-03,과학,생물과 환경,3-4학년군,"인간 활동이 생태계에 미치는 영향을 조사하고, 생태계 보전을 위해 우리가 할 수 있는 일을 토의하여 실천할 수 있다."
4과15-01,과학,여러 가지 기체,3-4학년군,실험을 통해 기체가 무게가 있음을 설명할 수 있다.
4과15-02,과학,여러 가지 기체,3-4학년군,"온도나 압력에 따라 기체의 부피가 달라지는 현상을 관찰하고, 우리 주변에서 예를 찾을 수 있다."
4과15-03,과학,여러 가지 기체,3-4학년군,"일상생활에서 이용되는 기체의 종류와 성질을 조사하고, 여러 가지 기체에 대해 흥미를 느낄 수 있다."
4과15-04,과학,여러 가지 기체,3-4학년군,기체의 성질을 이용하여 작동시킬 수 있는 장치를 설계하고 만들 수 있다.
4과16-01,과학,기후변화와 우리 생활,3-4학년군,"기후변화 현상의 예를 알고, 기후변화가 인간의 활동과 관련되어 있음을 토의할 수 있다."
4과16-02,과학,기후변화와 우리 생활,3-4학년군,"기후변화의 심각성에 관심을 가지고, 기후변화가 우리 생활과 환경에 미치는 영향을 설명할 수 있다."
4과16-03,과학,기후변화와 우리 생활,3-4학년군,"기후변화 대응 방법을 조사하고, 생활 속에서 기후변화 대응 방법을 실천할 수 있다."
4국01-01,국어,듣기·말하기,3-4학년군,중요한 내용과 주제를 파악하며 듣고 그 내용을 요약한다.
4국01-02,국어,듣기·말하기,3-4학년군,원인과 결과의 관계를 고려하여 내용을 예측하며 듣고 말한다.
4국01-03,국어,듣기·말하기,3-4학년군,상황에 적절한 준언어･비언어적 표현을 활용하여 듣고 말한다.
4국01-04,국어,듣기·말하기,3-4학년군,상황과 상대의 입장을 이해하고 예의를 지키며 대화한다.
4국01-05,국어,듣기·말하기,3-4학년군,목적과 주제에 알맞게 자료를 정리하여 자신감 있게 발표한다.
4국01-06,국어,듣기·말하기,3-4학년군,주제에 적절한 의견과 이유를 제시하고 서로의 생각을 교환하며 토의한다.
4국02-01,국어,읽기,3-4학년군,글의 의미를 파악하며 유창하게 글을 읽는다.
4국02-02,국어,읽기,3-4학년군,문단과 글에서 중심 생각을 파악하고 내용을 간추린다.
4국02-03,국어,읽기,3-4학년군,질문을 활용하여 글을 예측하며 읽고 자신의 읽기 과정을 점검한다.
4국02-04,국어,읽기,3-4학년군,글에 나타난 사실과 의견을 구분하고 필자와 자신의 의견을 비교한다.
4국02-05,국어,읽기,3-4학년군,글이나 자료의 출처가 믿을 만한지 판단한다.
4국02-06,국어,읽기,3-4학년군,바람직한 읽기 습관을 형성하고 읽기에 대한 자신감을 기른다.
4국03-01,국어,쓰기,3-4학년군,"중심 문장과 뒷받침 문장을 갖추어 문단을 쓰고, 문장과 문단을 중심으로 고쳐 쓴다."
4국03-02,국어,쓰기,3-4학년군,절차와 결과가 드러나게 정확한 표현으로 보고하는 글을 쓴다.
4국03-03,국어,쓰기,3-4학년군,대상에 대한 자신의 의견과 그렇게 생각한 이유가 드러나게 글을 쓴다.
4국03-04,국어,쓰기,3-4학년군,목적과 주제를 고려하여 독자에게 마음을 전하는 글을 쓴다.
4국03-05,국어,쓰기,3-4학년군,자신의 쓰기 과정을 점검하며 쓰기에 자신감을 갖는다.
4국04-01,국어,문법,3-4학년군,단어와 단어 간의 의미 관계를 파악한다.
4국04-02,국어,문법,3-4학년군,단어를 분류하고 국어사전을 활용하여 능동적인 국어 활동을 한다.
4국04-03,국어,문법,3-4학년군,기본적인 문장의 짜임을 이해하고 적절하게 사용한다.
4국04-04,국어,문법,3-4학년군,글과 담화에 쓰인 높임 표현과 지시·접속 표현을 이해하고 상황에 맞게 표현한다.
4국04-05,국어,문법,3-4학년군,언어가 의사소통과 관계 형성의 수단임을 이해하고 국어를 소중히 여기는 태도를 지닌다.
4국05-01,국어,문학,3-4학년군,인물과 이야기의 흐름을 중심으로 작품을 감상한다.
4국05-02,국어,문학,3-4학년군,자신의 경험을 바탕으로 작품 속 세계와 현실 세계를 비교하여 작품을 감상한다.
4국05-03,국어,문학,3-4학년군,작품을 듣거나 읽고 마음에 드는 작품을 소개한다.
4국05-04,국어,문학,3-4학년군,"감각적 표현에 유의하여 작품을 감상하고, 감각적 표현을 활용하여 자신의 생각이나 감정을 표현한다."
4국05-05,국어,문학,3-4학년군,재미나 감동을 느끼며 작품을 즐겨 감상하는 태도를 지닌다.
4국06-01,국어,매체,3-4학년군,인터넷에서 학습에 필요한 다양한 자료를 탐색하고 목적에 맞게 자료를 선택한다.
4국06-02,국어,매체,3-4학년군,매체를 활용하여 간단한 발표 자료를 만든다.
4국06-03,국어,매체,3-4학년군,매체 소통 윤리를 고려하여 매체 자료를 활용하고 공유한다.
4도01-01,도덕,자신과의 관계,3-4학년군,자신의 감정을 소중히 여기며 존중하는 태도를 바탕으로 내가 누구인가를 탐구한다.
4도01-02,도덕,자신과의 관계,3-4학년군,정직의 의미를 알고 모범적인 사례를 탐색하여 바르게 행동하려는 태도를 기른다.
4도01-03,도덕,자신과의 관계,3-4학년군,성실한 생활의 모범 사례를 탐색하고 시간 관리를 위한 생활을 계획하여 지속적인 자기 성장을 모색한다.
4도01-04,도덕,자신과의 관계,3-4학년군,다른 사람의 관점을 수용할 수 있는지를 도덕적으로 검토하고 도덕규범을 내면화하여 도덕적으로 행동할 수 있는 자세를 기른다.
4도02-01,도덕,타인과의 관계,3-4학년군,"효, 우애의 의미와 필요성을 명료하게 이해하고 가족의 행복을 위해 할 수 있는 일을 탐색하여 실천 계획을 세운다."
4도02-02,도덕,타인과의 관계,3-4학년군,친구 사이의 배려에 대한 올바른 이해를 바탕으로 일상생활에서 배려에 기반한 도덕적 관계를 맺을 수 있는 방안을 탐색한다.
4도02-03,도덕,타인과의 관계,3-4학년군,공감의 태도가 필요한 이유를 이해하고 도덕적 상상력을 바탕으로 대상과 상황에 따라 감정을 나누는 방법을 탐구하여 실천한다.
4도03-01,도덕,사회·공동체와의 관계,3-4학년군,"불공정의 사례를 탐구하고, 일상생활에서 공정의 가치를 추구하는 활동을 통해 실천 의지를 함양한다."
4도03-02,도덕,사회·공동체와의 관계,3-4학년군,"디지털 사회에서 발생하는 다양한 문제를 살펴보고, 해결 방안을 탐구하여 정보통신 윤리에 대한 민감성을 기른다."
4도03-03,도덕,사회·공동체와의 관계,3-4학년군,"통일의 필요성을 이해하고, 통일 감수성을 길러 바람직한 통일의 방향을 모색한다."
4도04-01,도덕,자연과의 관계,3-4학년군,생명 경시 사례를 조사하고 문제 해결 방법을 탐구함으로써 생명의 소중함을 이해한다.
4도04-02,도덕,자연과의 관계,3-4학년군,인간과 자연이 함께 살아야 하는 이유를 이해하고 공생을 위한 구체적인 실천 계획을 세우며 생태 감수성을 기른다.
4미01-01,미술,미적 체험,3-4학년군,자연물과 인공물을 탐색하는 데 다양한 감각을 활용할 수 있다.
4미01-02,미술,미적 체험,3-4학년군,주변 대상을 체험하며 떠오른 느낌과 생각을 다양한 방법으로 나타낼 수 있다.
4미01-03,미술,미적 체험,3-4학년군,미적 탐색에 호기심을 갖고 참여하며 자신의 감각으로 대상의 특징을 이해할 수 있다.
4미01-04,미술,미적 체험,3-4학년군,생활 속에서 활용되는 미술에 관심을 가지고 미술의 특징과 역할을 발견할 수 있다.
4미02-01,미술,표현,3-4학년군,관찰과 상상으로 아이디어를 떠올려 표현 주제를 구체화할 수 있다.
4미02-02,미술,표현,3-4학년군,기본적인 표현 재료와 용구의 특성을 이해하고 사용 방법을 익힐 수 있다.
4미02-03,미술,표현,3-4학년군,조형 요소의 특징을 자유롭게 탐색하며 주제 표현에 알맞게 활용할 수 있다.
4미02-04,미술,표현,3-4학년군,표현 의도를 가지고 작품을 제작하며 자기 작품을 소중히 여길 수 있다.
4미02-05,미술,표현,3-4학년군,미술과 타 교과를 관련지어 주제를 표현하는 데 흥미를 가질 수 있다.
4미03-01,미술,감상,3-4학년군,미술 작품을 자세히 보고 작품과 미술가에 관해 질문할 수 있다.
4미03-02,미술,감상,3-4학년군,미술 작품의 특징과 작품에 관한 자신의 느낌과 생각을 설명할 수 있다.
4미03-03,미술,감상,3-4학년군,미술 문화에 관심을 가지고 전시 및 행사에 참여할 수 있다.
4미03-04,미술,감상,3-4학년군,작품 감상에 흥미를 가지고 참여하며 작품에 대한 자신의 감상 관점을 존중할 수 있다.
4사01-01,사회,우리가 사는 곳,3-4학년군,"주변 여러 장소에서의 경험과 느낌을 다양한 방식으로 표현하고, 장소감을 나누며 서로 존중하는 태도를 지닌다."
4사01-02,사회,우리가 사는 곳,3-4학년군,"주변의 여러 장소를 살펴보고, 우리가 사는 곳을 더 살기 좋은 곳으로 만드는 방안을 탐색한다."
4사02-01,사회,일상에서 만나는 과거,3-4학년군,"일상 속에서 시간의 흐름을 경험할 수 있는 사례를 살펴보고, 이를 바탕으로 역사의 시간 개념을 이해한다."
4사02-02,사회,일상에서 만나는 과거,3-4학년군,"오래된 물건이나 자료들을 주변에서 찾아보고, 이를 통해 과거의 모습을 살펴볼 수 있음을 이해한다."
4사02-03,사회,일상에서 만나는 과거,3-4학년군,지역의 변화상을 보여주는 역사 자료를 분석하여 지역 사람들의 달라진 생활 모습을 파악한다.
4사03-01,사회,사회 변화와 다양한 문화,3-4학년군,"최근 사회 변화의 양상과 특징을 파악하고, 그로 인해 나타난 생활모습의 변화를 탐색한다."
4사03-02,사회,사회 변화와 다양한 문화,3-4학년군,"우리 사회에 다양한 문화가 확산되면서 나타나는 긍정적 효과와 문제를 분석하고, 나와 다른 사람이나 집단의 문화를 존중하는 태도를 기른다."
4사04-01,사회,옛날과 오늘날의 생활 모습,3-4학년군,"옛날 풍습에 대해 알아보고, 오늘날과 비교하여 변화상을 파악한다."
4사04-02,사회,옛날과 오늘날의 생활 모습,3-4학년군,옛날부터 오늘날까지 교통의 변화에 따른 이동과 생활 모습의 변화를 이해한다.
4사04-03,사회,옛날과 오늘날의 생활 모습,3-4학년군,옛날부터 오늘날까지 통신수단의 변화에 따른 정보 교류와 의사소통 방식의 변화를 설명한다.
4사05-01,사회,지도로 만나는 우리 지역,3-4학년군,"우리 지역을 표현한 다양한 종류의 지도를 찾아보고, 지도의 요소를 이해한다."
4사05-02,사회,지도로 만나는 우리 지역,3-4학년군,"지도에서 우리 지역의 위치를 파악하고, 우리 지역의 지리 정보를 탐색한다."
4사06-01,사회,우리 지역의 문화유산,3-4학년군,"지역의 문화유산을 통해 문화유산의 의미와 유형을 알아보고, 문화유산의 가치를 탐색한다."
4사06-02,사회,우리 지역의 문화유산,3-4학년군,"지역의 박물관, 기념관, 유적지 등을 체험하고 지역의 역사를 이해한다."
4사07-01,사회,경제활동과 지역 간 교류,3-4학년군,"자원의 희소성으로 인해 경제활동에서 선택의 문제가 발생함을 이해하고, 경제활동에서 합리적 선택의 방법을 탐색한다."
4사07-02,사회,경제활동과 지역 간 교류,3-4학년군,"생산과 소비 활동을 파악하고, 인적ㆍ물적 교류의 사례를 통해 각 지역 및 사람들이 상호 의존 관계를 맺고 있음을 탐색한다."
4사08-01,사회,민주주의와 자치,3-4학년군,"학교 자치 사례를 통하여 민주주의의 의미를 이해하고, 학교생활에서 민주주의를 실천하는 능력을 기른다."
4사08-02,사회,민주주의와 자치,3-4학년군,"지역에서 이루어지는 민주주의 사례를 통해 주민 자치와 주민 참여의 중요성을 파악하고, 지역사회의 문제 해결에 참여하는 태도를 기른다."
4사09-01,사회,지역문제를 해결하고 지역을 알리는 노력,3-4학년군,"생활 주변에서 찾을 수 있는 여러 가지 문제를 파악하고, 그 문제를 합리적으로 해결하는 능력을 기른다."
4사09-02,사회,지역문제를 해결하고 지역을 알리는 노력,3-4학년군,"지역의 자연환경, 역사, 문화, 생산물 등을 알리려는 지역사회의 노력을 알고 관심을 갖는다."
4사10-01,사회,다양한 환경과 삶의 모습,3-4학년군,"여러 지역의 자연환경과 인문환경의 특징을 살펴보고, 환경의 이용과 개발에 따른 변화를 탐구한다."
4사10-02,사회,다양한 환경과 삶의 모습,3-4학년군,"사례에서 도시의 인구, 교통, 산업 등의 특징을 탐구하고, 도시에서의 삶의 모습을 이해한다."
4수01-01,수학,수와 연산,3-4학년군,"큰 수의 필요성을 인식하면서 10000 이상의 큰 수에 대한 자릿값과 위치적 기수법을 이해하고, 수를 읽고 쓸 수 있다."
4수01-02,수학,수와 연산,3-4학년군,"다섯 자리 이상의 수의 범위에서 수의 계열을 이해하고, 수의 크기를 비교하며 그 방법을 설명할 수 있다."
4수01-03,수학,수와 연산,3-4학년군,세 자리 수의 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.
4수01-04,수학,수와 연산,3-4학년군,곱하는 수가 한 자리 수 또는 두 자리 수인 곱셈의 계산 원리를 이해하고 그 계산을 할 수 있다.
4수01-05,수학,수와 연산,3-4학년군,"나눗셈이 이루어지는 실생활 상황과 연결하여 나눗셈의 의미를 알고, 곱셈과 나눗셈의 관계를 이해한다."
4수01-06,수학,수와 연산,3-4학년군,"나누는 수가 한 자리 수인 나눗셈의 계산 원리를 이해하고 그 계산을 할 수 있으며, 나눗셈에서 몫과 나머지의 의미를 안다."
4수01-07,수학,수와 연산,3-4학년군,나누는 수가 두 자리 수인 나눗셈의 계산 원리를 이해하고 그 계산을 할 수 있다.
4수01-08,수학,수와 연산,3-4학년군,"자연수의 덧셈, 뺄셈, 곱셈, 나눗셈과 관련한 여러 가지 상황에서 어림셈을 할 수 있다."
4수01-09,수학,수와 연산,3-4학년군,"양의 등분할을 통하여 분수의 필요성을 인식하고, 분수를 이해하고 읽고 쓸 수 있다."
4수01-10,수학,수와 연산,3-4학년군,"단위분수, 진분수, 가분수, 대분수를 알고, 그 관계를 이해한다."
4수01-11,수학,수와 연산,3-4학년군,"분모가 같은 분수끼리, 단위분수끼리 크기를 비교하고 그 방법을 설명할 수 있다."
4수01-12,수학,수와 연산,3-4학년군,분모가 10인 진분수와 연결하여 소수 한 자리 수를 이해하고 읽고 쓸 수 있다.
4수01-13,수학,수와 연산,3-4학년군,자릿값의 원리를 바탕으로 소수 두 자리 수와 소수 세 자리 수를 이해하고 읽고 쓸 수 있다.
4수01-14,수학,수와 연산,3-4학년군,소수의 크기를 비교하고 그 방법을 설명할 수 있다.
4수01-15,수학,수와 연산,3-4학년군,분모가 같은 분수의 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.
4수01-16,수학,수와 연산,3-4학년군,소수 두 자리 수의 범위에서 소수의 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.
4수02-01,수학,변화와 관계,3-4학년군,"다양한 변화 규칙을 찾아 설명하고, 그 규칙을 수나 식으로 나타낼 수 있다."
4수02-02,수학,변화와 관계,3-4학년군,"계산식의 배열에서 규칙을 찾고, 계산 결과를 추측할 수 있다."
4수02-03,수학,변화와 관계,3-4학년군,등호를 사용하여 크기가 같은 두 양의 관계를 식으로 나타낼 수 있다.
4수03-01,수학,도형과 측정,3-4학년군,"직선, 선분, 반직선을 이해하고 구별할 수 있다."
4수03-02,수학,도형과 측정,3-4학년군,"각과 직각을 이해하고, 직각과 비교하는 활동을 통하여 예각과 둔각을 구별할 수 있다."
4수03-03,수학,도형과 측정,3-4학년군,직선의 수직 관계와 평행 관계를 이해한다.
4수03-04,수학,도형과 측정,3-4학년군,"구체물이나 평면도형의 밀기, 뒤집기, 돌리기 활동을 통하여 그 변화를 이해한다."
4수03-05,수학,도형과 측정,3-4학년군,평면에서 점의 이동에 대해 위치와 방향을 이용하여 설명할 수 있다.
4수03-06,수학,도형과 측정,3-4학년군,"원의 중심, 반지름, 지름을 이해하고, 그 성질을 안다."
4수03-07,수학,도형과 측정,3-4학년군,컴퍼스를 이용하여 여러 가지 크기의 원을 그릴 수 있다.
4수03-08,수학,도형과 측정,3-4학년군,"여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 이등변삼각형, 정삼각형을 이해하고, 그 성질을 탐구하고 설명할 수 있다."
4수03-09,수학,도형과 측정,3-4학년군,"여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 직각삼각형, 예각삼각형, 둔각삼각형을 이해한다."
4수03-10,수학,도형과 측정,3-4학년군,"여러 가지 모양의 사각형에 대한 분류 활동을 통하여 직사각형, 정사각형, 사다리꼴, 평행사변형, 마름모를 이해하고, 그 성질을 탐구하고 설명할 수 있다."
4수03-11,수학,도형과 측정,3-4학년군,다각형과 정다각형을 이해한다.
4수03-12,수학,도형과 측정,3-4학년군,주어진 도형을 이용하여 여러 가지 모양을 만들거나 채우고 설명할 수 있다.
4수03-13,수학,도형과 측정,3-4학년군,"1분과 1초의 관계를 이해하고, 초 단위까지 시각을 읽을 수 있다."
4수03-14,수학,도형과 측정,3-4학년군,실생활 문제 상황과 연결하여 초 단위까지의 시간의 덧셈과 뺄셈을 할 수 있다.
4수03-15,수학,도형과 측정,3-4학년군,"길이 단위 1mm와 1km를 알고, 이를 이용하여 길이를 측정하고 어림하며 수학의 유용성을 인식할 수 있다."
4수03-16,수학,도형과 측정,3-4학년군,"1cm와 1mm, 1km와 1m의 관계를 이해하고, 길이를 ‘몇 cm 몇 mm’와 ‘몇 mm’, ‘몇 km 몇 m’와 ‘몇 m’로 다양하게 표현할 수 있다."
4수03-17,수학,도형과 측정,3-4학년군,"들이 단위 1L와 1mL를 알고, 이를 이용하여 들이를 측정하고 어림하며 수학의 유용성을 인식할 수 있다."
4수03-18,수학,도형과 측정,3-4학년군,"1L와 1mL의 관계를 이해하고, 들이를 ‘몇 L 몇 mL’와 ‘몇 mL’로 표현할 수 있다."
4수03-19,수학,도형과 측정,3-4학년군,실생활 문제 상황과 연결하여 들이의 덧셈과 뺄셈을 할 수 있다.
4수03-20,수학,도형과 측정,3-4학년군,"실생활에서 무게를 나타낼 때 사용하는 단위 1g과 1kg을 알고, 이를 이용하여 무게를 측정하고 어림하며 수학의 유용성을 인식할 수 있다."
4수03-21,수학,도형과 측정,3-4학년군,"1kg과 1g의 관계를 이해하고, 무게를 ‘몇 kg 몇 g’과 ‘몇 g’으로 표현할 수 있다."
4수03-22,수학,도형과 측정,3-4학년군,"실생활에서 무게를 나타낼 때 사용하는 단위 1t을 알고, 1t과 1kg의 관계를 이해한다."
4수03-23,수학,도형과 측정,3-4학년군,실생활 문제 상황과 연결하여 무게의 덧셈과 뺄셈을 할 수 있다.
4수03-24,수학,도형과 측정,3-4학년군,"각의 크기의 단위인 1도(°)를 알고, 각도기를 이용하여 각의 크기를 측정하고 어림할 수 있다."
4수03-25,수학,도형과 측정,3-4학년군,"여러 가지 방법으로 삼각형과 사각형의 내각의 크기의 합을 추론하고, 자신의 추론 과정을 설명할 수 있다."
4수04-01,수학,자료와 가능성,3-4학년군,자료를 수집하여 그림그래프나 막대그래프로 나타내고 해석할 수 있다.
4수04-02,수학,자료와 가능성,3-4학년군,자료를 수집하여 꺾은선그래프로 나타내고 해석할 수 있다.
4수04-03,수학,자료와 가능성,3-4학년군,"탐구 문제를 해결하기 위해 자료를 수집, 정리하여 막대그래프나 꺾은선그래프로 나타내고 해석할 수 있다."
4영01-01,영어,이해,3-4학년군,알파벳과 쉽고 간단한 단어의 소리를 듣고 식별한다.
4영01-02,영어,이해,3-4학년군,알파벳 대소문자를 식별하여 읽는다.
4영01-03,영어,이해,3-4학년군,"쉽고 간단한 단어, 어구, 문장을 듣고 강세, 리듬, 억양을 식별한다."
4영01-04,영어,이해,3-4학년군,"소리와 철자의 관계를 이해하며 쉽고 간단한 단어, 어구, 문장을 소리 내어 읽는다."
4영01-05,영어,이해,3-4학년군,"쉽고 간단한 단어, 어구, 문장의 의미를 이해한다."
4영01-06,영어,이해,3-4학년군,자기 주변 주제에 관한 담화의 주요 정보를 파악한다.
4영01-07,영어,이해,3-4학년군,적절한 전략을 활용하여 담화나 문장을 듣거나 읽는다.
4영01-08,영어,이해,3-4학년군,다양한 매체로 표현된 담화나 문장을 흥미를 가지고 듣거나 읽는다.
4영01-09,영어,이해,3-4학년군,"시, 노래, 이야기를 공감하며 듣는다."
4영01-10,영어,이해,3-4학년군,자기 주변 주제나 문화에 관한 담화나 문장을 존중의 태도로 듣거나 읽는다.
4영02-01,영어,표현,3-4학년군,"쉽고 간단한 단어, 어구, 문장을 강세, 리듬, 억양에 맞게 따라 말한다."
4영02-02,영어,표현,3-4학년군,알파벳 대소 문자를 구별하여 쓴다.
4영02-03,영어,표현,3-4학년군,소리와 철자의 관계를 바탕으로 쉽고 간단한 단어를 쓴다.
4영02-04,영어,표현,3-4학년군,"실물, 그림, 동작 등을 보고 쉽고 간단한 문장으로 말하거나 단어나 어구를 쓴다."
4영02-05,영어,표현,3-4학년군,"자신, 주변 사람이나 사물의 소개나 묘사를 쉽고 간단한 문장으로 말하거나 보고 쓴다."
4영02-06,영어,표현,3-4학년군,행동 지시를 쉽고 간단한 문장으로 말하거나 보고 쓴다.
4영02-07,영어,표현,3-4학년군,자신의 감정을 쉽고 간단한 문장으로 말하거나 보고 쓴다.
4영02-08,영어,표현,3-4학년군,자기 주변 주제에 관한 담화의 주요 정보를 묻거나 답한다.
4영02-09,영어,표현,3-4학년군,적절한 매체나 전략을 활용하여 창의적으로 의미를 표현한다.
4영02-10,영어,표현,3-4학년군,의사소통 활동에 흥미와 자신감을 가지고 대화 예절을 지키며 참여한다.
