standard_code,level,variant_no,template_text
4과05-02,매우잘함,1,"실험을 통해 고체, 액체, 기체가 가진 성질을 관찰하고 세 가지 상태의 성질을 정확히 비교하여 설명함."
4과05-02,매우잘함,2,"고체, 액체, 기체 각각의 성질을 구체적인 실험 결과로 비교하여 설명함."
4과05-02,잘함,1,"실험을 통해 고체, 액체, 기체의 성질을 관찰하여 대체로 말함."
4과05-02,잘함,2,물질의 세 가지 상태의 성질을 대략적으로 관찰하여 비교함.
4과05-02,보통,1,"우리 주변에 고체, 액체, 기체가 있다는 것을 조금씩 말해감."
4과05-02,보통,2,물질의 세 가지 상태에 관심을 보임.
4과05-03,매우잘함,1,물체의 쓰임새에 적합한 성질을 가진 물질을 이용해 물체를 설계하고 쓰임새와 물질의 성질을 관련지어 정확히 설명함.
4과05-03,매우잘함,2,물질의 성질을 구체적으로 분석하여 쓰임새에 맞는 물체를 창의적으로 설계함.
4과05-03,잘함,1,물체의 쓰임새에 적합한 물질을 선택하여 물체를 대체로 설계함.
4과05-03,잘함,2,물질의 성질을 대략적으로 고려하여 쓰임새 있는 물체를 설계함.
4과05-03,보통,1,다양한 물질의 성질을 이용하여 만들어진 물체를 조금씩 찾아감.
4과05-03,보통,2,물질의 성질과 물체의 쓰임새에 관심을 보임.
4과06-01,매우잘함,1,지구가 대기로 둘러싸여 있음을 알고 육지와 바다의 면적과 특징을 정확히 비교함.
4과06-01,매우잘함,2,지구 표면을 이루는 육지와 바다의 특징을 구체적인 자료를 바탕으로 비교함.
4과06-01,잘함,1,지구가 대기로 둘러싸여 있음을 알고 육지와 바다의 면적을 대체로 비교함.
4과06-01,잘함,2,지구 표면의 육지와 바다의 특징을 대략적으로 비교함.
4과06-01,보통,1,"지구에 대기, 육지, 바다가 있다는 것을 조금씩 말해감."
4과06-01,보통,2,지구의 구성 요소에 관심을 보임.
4과06-02,매우잘함,1,육지의 물과 바닷물을 가열하여 남는 물질을 탐구하여 바닷물의 특징을 육지의 물과 정확히 비교하고 바닷가 지형을 조사하여 발표함.
4과06-02,매우잘함,2,바닷물과 육지 물의 성분 차이를 구체적인 실험으로 밝히고 바닷가의 다양한 지형을 폭넓게 조사함.
4과06-02,잘함,1,육지의 물과 바닷물을 가열하여 남는 물질을 비교하고 바닷가에서 볼 수 있는 지형을 대체로 조사함.
4과06-02,잘함,2,바닷물과 육지 물의 차이를 대략적으로 비교하고 바닷가 지형을 조사함.
4과06-02,보통,1,육지의 물과 바닷물을 가열하여 남는 물질을 조금씩 관찰해감.
4과06-02,보통,2,바닷물과 육지의 물의 차이에 관심을 보임.
4과06-03,매우잘함,1,밀물과 썰물의 차이를 정확히 설명하고 갯벌의 가치와 보전의 필요성을 담은 홍보물을 제작함.
4과06-03,매우잘함,2,밀물과 썰물 현상을 구체적으로 설명하고 갯벌 보전의 필요성을 논리적으로 홍보함.
4과06-03,잘함,1,밀물과 썰물 현상을 구별하고 갯벌의 가치와 보전의 필요성을 대체로 말함.
4과06-03,잘함,2,밀물과 썰물의 차이를 대략적으로 이해하고 갯벌 보전의 필요성을 말함.
4과06-03,보통,1,밀물과 썰물 현상이 있음을 조금씩 알아감.
4과06-03,보통,2,갯벌의 소중함에 관심을 보임.
4과07-01,매우잘함,1,여러 물체를 이용해 소리를 내보고 소리가 나는 현상을 관찰하여 소리 나는 물체는 떨림이 있음을 정확히 설명함.
4과07-01,매우잘함,2,소리굽쇠 등 다양한 물체의 떨림을 구체적으로 관찰하여 소리 발생 원리를 설명함.
4과07-01,잘함,1,소리굽쇠를 관찰하여 소리가 나는 소리굽쇠는 떨림이 있음을 대체로 설명함.
4과07-01,잘함,2,물체가 떨릴 때 소리가 난다는 것을 대략적으로 관찰하여 설명함.
4과07-01,보통,1,소리가 나는 물체의 예를 조금씩 찾아감.
4과07-01,보통,2,물체를 이용해 소리를 내는 활동에 관심을 보임.
4과07-02,매우잘함,1,"물체의 길이에 따른 소리의 높낮이를 비교하고 큰 소리와 작은 소리, 높은 소리와 낮은 소리를 내는 방법을 정확히 알고 소리를 냄."
4과07-02,매우잘함,2,소리의 세기와 높낮이가 달라지는 원리를 구체적으로 파악하여 다양한 소리를 만들어냄.
4과07-02,잘함,1,"다양한 소리를 듣고 큰 소리와 작은 소리, 높은 소리와 낮은 소리로 대체로 구분함."
4과07-02,잘함,2,소리의 세기와 높낮이 차이를 대략적으로 구분함.
4과07-02,보통,1,물체에 따라 다양한 소리가 난다는 것을 조금씩 말해감.
4과07-02,보통,2,소리의 세기와 높낮이에 관심을 보임.
4과07-03,매우잘함,1,소리가 여러 물질을 통해 전달되는 것을 이해하고 일상생활 속 소음을 줄이는 방법을 조사하여 정확히 실천함.
4과07-03,매우잘함,2,소리 전달의 원리를 구체적으로 이해하고 소음 저감 방법을 조사하여 생활 속에서 적극적으로 실천함.
4과07-03,잘함,1,여러 물질을 통하여 소리가 전달되는 것을 관찰하고 소음을 줄이는 방법을 대체로 조사함.
4과07-03,잘함,2,소리 전달 현상을 대략적으로 관찰하고 소음 줄이는 방법을 조사함.
4과07-03,보통,1,소리가 전달되고 있음을 알고 일상생활 속 소음 사례를 조금씩 찾아감.
4과07-03,보통,2,소음을 줄이는 방법에 관심을 보임.
4과08-01,매우잘함,1,생활 속 감염병의 사례를 정확히 조사하여 다양한 질병과 그 위험성에 대해 논리적으로 토의함.
4과08-01,매우잘함,2,다양한 감염병 사례를 구체적으로 조사하고 위험성을 근거를 들어 토의함.
4과08-01,잘함,1,생활 속 감염병 사례를 조사하여 질병의 위험성을 대체로 발표함.
4과08-01,잘함,2,감염병 사례를 대략적으로 조사하여 위험성을 발표함.
4과08-01,보통,1,생활 속 감염병 사례를 조금씩 조사해감.
4과08-01,보통,2,감염병에 관심을 보임.
4과08-02,매우잘함,1,감염병으로부터 안전한 사회에 관심을 가지고 여러 감염 과정과 관련지어 감염 예방 방법을 탐구하여 생활 습관과 감염병 유행의 연관성을 정확히 설명함.
4과08-02,매우잘함,2,감염 경로를 구체적으로 탐구하여 생활 습관이 감염병 유행에 미치는 영향을 논리적으로 설명함.
4과08-02,잘함,1,감염병에 대해 인식하고 여러 감염 과정을 통해 감염병에 걸릴 수 있음을 이해하며 예방 생활 습관을 대체로 말함.
4과08-02,잘함,2,감염 과정을 대략적으로 이해하고 예방하는 생활 습관을 말함.
4과08-02,보통,1,감염병에 걸릴 수 있음을 알고 이를 예방하는 생활 습관을 조금씩 말해감.
4과08-02,보통,2,감염병 예방에 관심을 보임.
4과08-03,매우잘함,1,건강한 생활을 위해 필요한 감염병 예방 수칙을 토의하여 공유하고 그 중요성을 정확히 인식하여 실천함.
4과08-03,매우잘함,2,감염병 예방 수칙을 구체적으로 정리하여 공유하고 생활 속에서 꾸준히 실천함.
4과08-03,잘함,1,건강한 생활을 위해 감염병 예방 수칙을 알고 대체로 공유함.
4과08-03,잘함,2,감염병 예방 수칙을 대략적으로 파악하여 공유함.
4과08-03,보통,1,건강한 생활을 위해 감염병 예방 수칙이 필요함을 조금씩 말해감.
4과08-03,보통,2,감염병 예방 수칙에 관심을 보임.
4과09-01,매우잘함,1,자석과 여러 물체를 가까이했을 때 나타나는 다양한 현상을 통해 자석과 자석에 붙는 물체 사이에 작용하는 힘의 특징을 정확히 설명함.
4과09-01,매우잘함,2,자석의 인력이 작용하는 조건을 구체적인 사례로 분석하여 설명함.
4과09-01,잘함,1,자석과 여러 물체를 가까이했을 때 나타나는 현상을 관찰하여 자석에 붙는 물체들의 공통점을 대체로 찾음.
4과09-01,잘함,2,자석에 붙는 물체의 특징을 대략적으로 관찰하여 찾음.
4과09-01,보통,1,자석에 붙는 물체와 붙지 않는 물체를 조금씩 분류해감.
4과09-01,보통,2,자석과 물체 사이의 현상에 관심을 보임.
4과09-02,매우잘함,1,자석과 자석을 가까이했을 때 나타나는 현상을 관찰하여 같은 극과 다른 극 사이에서 나타나는 힘을 정확히 구분하고 나침반과의 관계까지 설명함.
4과09-02,매우잘함,2,자석의 극에 따른 인력과 척력을 구체적인 실험으로 구분하여 설명함.
4과09-02,잘함,1,자석에 두 극이 있음을 알고 자석 사이에서 밀거나 당기는 힘이 작용함을 대체로 말함.
4과09-02,잘함,2,같은 극과 다른 극을 가까이했을 때의 차이를 대략적으로 말함.
4과09-02,보통,1,자석과 자석을 가까이했을 때 나타나는 현상을 조금씩 관찰해감.
4과09-02,보통,2,자석의 극에 관심을 보임.
4과09-03,매우잘함,1,자석의 성질을 이용하여 일상생활에 편리한 장치를 정확히 설계하고 과학의 유용성을 인식함.
4과09-03,매우잘함,2,자석의 성질을 구체적으로 적용한 장치를 창의적으로 설계함.
4과09-03,잘함,1,자석의 성질을 이용한 장치를 대체로 설계함.
4과09-03,잘함,2,자석의 성질을 대략적으로 활용하여 장치를 설계함.
4과09-03,보통,1,일상생활에서 자석을 이용한 장치를 보고 관련된 부분을 조금씩 말해감.
4과09-03,보통,2,자석을 이용한 장치에 관심을 보임.
4과10-01,매우잘함,1,물이 수증기나 얼음으로 변할 수 있음을 정확히 말하고 그 사례를 우리 주변에서 찾아 설명함.
4과10-01,매우잘함,2,물의 상태 변화 원리를 구체적으로 이해하고 생활 속 사례를 폭넓게 찾아 설명함.
4과10-01,잘함,1,물의 세 가지 상태를 우리 주변에서 찾고 물이 수증기나 얼음으로 변할 수 있음을 대체로 말함.
4과10-01,잘함,2,물의 상태 변화 사례를 대략적으로 찾아 말함.
4과10-01,보통,1,물의 세 가지 상태를 우리 주변에서 조금씩 찾아감.
4과10-01,보통,2,물의 상태 변화에 관심을 보임.
4과10-02,매우잘함,1,"실험을 통해 물이 얼 때와 얼음이 녹을 때, 물이 증발할 때와 끓을 때, 수증기가 응결할 때의 변화를 관찰하여 정확히 설명함."
4과10-02,매우잘함,2,물의 상태 변화 각 단계를 구체적인 실험 결과로 비교하여 설명함.
4과10-02,잘함,1,"실험을 통해 물이 얼 때와 얼음이 녹을 때, 물이 증발할 때와 끓을 때의 변화를 대체로 관찰하여 설명함."
4과10-02,잘함,2,물의 상태가 변하는 과정을 대략적으로 관찰하여 설명함.
4과10-02,보통,1,물이 얼 때와 얼음이 녹을 때의 변화를 조금씩 관찰해감.
4과10-02,보통,2,물의 상태 변화 실험에 관심을 보임.
4과10-03,매우잘함,1,물 부족의 심각성을 공감하고 물의 상태 변화를 이용하여 물을 얻는 장치를 정확히 설계하고 제작함.
4과10-03,매우잘함,2,물의 상태 변화 원리를 구체적으로 적용하여 물을 얻는 장치를 창의적으로 제작함.
4과10-03,잘함,1,물의 중요성을 인식하고 물의 상태 변화를 이용하여 물을 얻는 장치를 대체로 설계함.
4과10-03,잘함,2,물의 상태 변화를 대략적으로 활용하여 물을 얻는 장치를 설계함.
4과10-03,보통,1,물을 얻는 장치를 설계하는 과정에 참여하며 물의 중요성을 조금씩 말해감.
4과10-03,보통,2,물의 상태 변화를 이용한 장치 만들기에 관심을 보임.
4과11-01,매우잘함,1,"흙 언덕에 물을 흘려보낸 후 깎이는 곳과 쌓이는 곳을 관찰하여 흐르는 물의 침식, 운반, 퇴적 작용을 이해하고 강 주변 지형의 특징을 정확히 설명함."
4과11-01,매우잘함,2,물의 작용에 따른 지형 변화 과정을 구체적인 실험으로 분석하여 설명함.
4과11-01,잘함,1,"흙이 깎이는 곳과 쌓이는 곳을 관찰하여 흐르는 물의 침식, 운반, 퇴적 작용을 대체로 설명함."
4과11-01,잘함,2,물의 작용에 따른 지형 변화를 대략적으로 관찰하여 설명함.
4과11-01,보통,1,흙이 깎이는 곳과 쌓이는 곳을 조금씩 찾아감.
4과11-01,보통,2,흐르는 물의 작용에 관심을 보임.
4과11-02,매우잘함,1,화산의 의미와 화산 활동으로 나오는 물질을 정확히 알고 화산 활동을 모형으로 표현하여 설명함.
4과11-02,매우잘함,2,화산 활동의 원리를 구체적으로 이해하고 모형을 통해 논리적으로 설명함.
4과11-02,잘함,1,화산의 의미를 알고 화산 활동 모형에서 나오는 물질을 대체로 찾음.
4과11-02,잘함,2,화산 활동으로 나오는 물질을 대략적으로 파악함.
4과11-02,보통,1,화산 활동 모형 만들기 활동에 조금씩 참여해감.
4과11-02,보통,2,화산의 의미에 관심을 보임.
4과11-03,매우잘함,1,화성암이 화산 활동과 관련되어 있음을 알고 현무암과 화강암을 관찰하여 특징에 따라 정확히 분류함.
4과11-03,매우잘함,2,화성암의 생성 과정을 구체적으로 이해하고 알갱이 크기와 색을 근거로 분류함.
4과11-03,잘함,1,현무암과 화강암을 관찰하고 알갱이의 크기에 따라 대체로 분류함.
4과11-03,잘함,2,현무암과 화강암의 특징을 대략적으로 비교하여 분류함.
4과11-03,보통,1,현무암과 화강암의 색을 조금씩 비교해감.
4과11-03,보통,2,화성암 관찰 활동에 관심을 보임.
4과11-04,매우잘함,1,화산 활동과 지진이 우리 생활에 미치는 영향을 조사하고 안전하게 대처하는 방법을 찾아 정확히 실천함.
4과11-04,매우잘함,2,화산 활동과 지진의 피해 사례를 구체적으로 조사하여 대처 방법을 실천함.
4과11-04,잘함,1,화산 활동과 지진으로부터 안전한 사회에 관심을 가지고 지진 피해를 줄이는 대처 방법을 대체로 실천함.
4과11-04,잘함,2,지진 대처 방법을 대략적으로 찾아 실천함.
4과11-04,보통,1,지진의 피해를 줄이기 위한 대처 방법을 조금씩 말해감.
4과11-04,보통,2,화산 활동과 지진에 관심을 보임.
4과12-01,매우잘함,1,"균류･원생생물･세균을 디지털현미경이나 실체현미경, 사진 자료 등을 활용하여 관찰하고 특징과 사는 곳을 정확히 설명함."
4과12-01,매우잘함,2,균류･원생생물･세균 각각의 특징을 구체적인 관찰 결과로 비교하여 설명함.
4과12-01,잘함,1,균류･원생생물･세균을 관찰하고 그 특징을 대체로 말함.
4과12-01,잘함,2,균류･원생생물･세균의 생김새를 대략적으로 관찰하여 말함.
4과12-01,보통,1,균류･원생생물･세균의 종류를 조금씩 말해감.
4과12-01,보통,2,균류･원생생물･세균 관찰 활동에 관심을 보임.
4과12-02,매우잘함,1,균류･원생생물･세균이 우리 생활에 미치는 긍정적인 영향과 부정적인 영향을 조사하여 정확히 발표함.
4과12-02,매우잘함,2,균류･원생생물･세균의 영향을 구체적인 사례로 조사하여 발표함.
4과12-02,잘함,1,균류･원생생물･세균이 우리 생활에 미치는 영향을 대체로 조사함.
4과12-02,잘함,2,균류･원생생물･세균의 영향을 대략적으로 조사함.
4과12-02,보통,1,균류･원생생물･세균이 우리 생활에 영향을 미친다는 것을 조금씩 말해감.
4과12-02,보통,2,균류･원생생물･세균의 영향에 관심을 보임.
4과12-03,매우잘함,1,우리 생활에 생명과학이 이용되는 사례를 조사하여 소개 자료를 만들어 공유하고 과학의 유용성을 인식함.
4과12-03,매우잘함,2,생명과학 활용 사례를 구체적으로 조사하여 완성도 있는 자료로 공유함.
4과12-03,잘함,1,생명과학이 이용되는 사례를 조사하여 소개 자료를 만들고 생명과학에 대체로 흥미를 가짐.
4과12-03,잘함,2,생명과학 활용 사례를 대략적으로 조사하여 자료를 만듦.
4과12-03,보통,1,생명과학이 이용되는 사례를 조금씩 조사해감.
4과12-03,보통,2,생명과학에 관심을 보임.
4과13-01,매우잘함,1,"달의 모양과 표면, 여러 날 동안 보이는 달의 위상변화를 관찰하여 달의 모양이 주기적으로 바뀌는 것을 정확히 알고 밤하늘 관찰에 흥미를 가짐."
4과13-01,매우잘함,2,달의 위상변화를 구체적인 관찰 기록으로 정리하여 밤하늘 관찰에 폭넓은 흥미를 보임.
4과13-01,잘함,1,여러 날 동안 보이는 달의 모양을 관찰하고 밤하늘 관찰에 대체로 흥미를 가짐.
4과13-01,잘함,2,달의 모양 변화를 대략적으로 관찰하여 밤하늘에 흥미를 가짐.
4과13-01,보통,1,달을 관찰하며 밤하늘 관찰에 조금씩 관심을 가져감.
4과13-01,보통,2,달의 모양에 관심을 보임.
4과13-02,매우잘함,1,태양계 구성원을 알고 태양과 행성의 표면적인 특징을 조사하여 태양계 행성 모형을 정확히 만듦.
4과13-02,매우잘함,2,태양계 행성 각각의 특징을 구체적으로 조사하여 모형으로 표현함.
4과13-02,잘함,1,태양계 구성원을 알고 태양계 행성의 특징을 대체로 말함.
4과13-02,잘함,2,태양계 행성의 특징을 대략적으로 조사함.
4과13-02,보통,1,태양계 구성원을 조금씩 조사해감.
4과13-02,보통,2,태양계에 관심을 보임.
4과13-03,매우잘함,1,별의 정의를 행성과 비교하여 정확히 설명하고 북극성 주변의 별자리를 관찰하여 별자리 이름을 말함.
4과13-03,매우잘함,2,별과 행성의 차이를 구체적으로 설명하고 북극성 주변 별자리를 정확히 찾아냄.
4과13-03,잘함,1,별의 정의를 설명하고 북극성 주변의 별자리 이름을 대체로 말함.
4과13-03,잘함,2,북극성 주변의 별자리를 대략적으로 관찰하여 말함.
4과13-03,보통,1,별이 행성과 다르다는 것을 조금씩 말해감.
4과13-03,보통,2,별자리 관찰에 관심을 보임.
4과14-01,매우잘함,1,생태계의 구성 요소를 조사하여 생물 요소와 비생물 요소로 분류하고 양분을 얻는 방법에 따라 생물 요소를 정확히 분류하여 설명함.
4과14-01,매우잘함,2,생태계 구성 요소를 구체적인 기준으로 분류하고 그 관계를 논리적으로 설명함.
4과14-01,잘함,1,생태계의 구성 요소를 조사하여 생물 요소와 비생물 요소가 있음을 알고 대체로 말함.
4과14-01,잘함,2,생물 요소가 양분을 얻는 방법이 다르다는 것을 대략적으로 말함.
4과14-01,보통,1,생태계의 구성 요소를 조금씩 조사해감.
4과14-01,보통,2,생태계 구성 요소에 관심을 보임.
4과14-02,매우잘함,1,생물 요소들의 먹고 먹히는 관계를 조사하여 먹이 관계 모형의 특징을 이해하고 이를 먹이그물로 정확히 표현함.
4과14-02,매우잘함,2,생물들 간 먹이 관계를 구체적으로 조사하여 복잡한 먹이그물로 표현함.
4과14-02,잘함,1,생물 요소들의 먹고 먹히는 관계를 조사하여 이를 먹이사슬로 대체로 표현함.
4과14-02,잘함,2,생물 요소 간 먹이 관계를 대략적으로 조사하여 표현함.
4과14-02,보통,1,생물 요소의 먹고 먹히는 관계를 예를 들어 조금씩 말해감.
4과14-02,보통,2,생물 간 먹이 관계에 관심을 보임.
4과14-03,매우잘함,1,인간 활동이 생태계에 미치는 영향을 조사하고 생태계 보전을 위해 할 수 있는 일을 토의하여 실천함으로써 생태계 보전의 중요성을 정확히 인식함.
4과14-03,매우잘함,2,생태계 훼손 사례를 구체적으로 조사하고 보전 방안을 논의하여 적극적으로 실천함.
4과14-03,잘함,1,인간 활동이 생태계에 미치는 영향을 조사하고 생태계 보전을 위한 실천 방법을 대체로 탐색함.
4과14-03,잘함,2,생태계 보전을 위한 실천 방법을 대략적으로 찾음.
4과14-03,보통,1,인간 활동이 생태계에 영향을 미친다는 것을 조금씩 말해감.
4과14-03,보통,2,생태계 보전에 관심을 보임.
4과15-01,매우잘함,1,기체가 무게가 있음을 알아보는 실험을 수행하고 실험 결과를 바탕으로 기체가 무게가 있음을 정확히 설명함.
4과15-01,매우잘함,2,기체의 무게를 확인하는 실험 결과를 구체적인 근거로 들어 설명함.
